desig,name,number,survey,a,e,i,node,argper,period,ra,dec,vmag,absmag,absmagsig,slopepar,heldist,obsdist,alpha,elong,glxlon,glxlat,ra3sig,dec3sig,midtime,midtimejd,aorkey,framet,totalt,elapsed,notes,ch1,ch1err,ch1snr,ch2,ch2err,ch2snr,diam,d1sigl,d1sigu,d3sigl,d3sigu,pv,pv1sigl,pv1sigu,pv3sigl,pv3sigu,eta,eta1sigl,eta1sigu,eta3sigl,eta3sigu,reflsol
2013 SK19,,,NEOLegacy,2.2479,0.4295,26.51,231.3545,146.9228,3.37039,320.13674,23.93936,19.55,19.03,0.22,0.15,1.2830000000000001,0.501,48.2,110.4,73.087889,-17.915627999999998,4.81,2.44,2017-02-07T22:44:21.450,2457792.447470486,61823232,100.0,2400.0,2443.1,,,,,373.7,17.9,20.9,0.583,-0.14,0.302,-0.247,1.2429999999999999,0.125,-0.07200000000000001,0.099,-0.113,0.319,1.32,-0.29,0.54,-0.54,1.77,0.0
2015 AB,,,NEOLegacy,1.8017,0.28359,11.61,0.4598,71.2677,2.41833,338.68416,-0.69198,21.47,20.5,0.3,0.15,1.399,0.635,41.8,113.7,66.057613,-47.881956,4.92,4.09,2017-02-17T20:17:01.140,2457802.345152084,61868032,100.0,8000.0,8277.5,,,,,17.0,3.8,4.5,0.18899999999999997,-0.045,0.09699999999999999,-0.087,0.46,0.308,-0.175,0.25,-0.285,0.816,1.26,-0.3,0.54,-0.55,1.84,0.01
1984 KB,Jason,6063,NEOLegacy,2.2124,0.76637,4.92,169.4351,337.1152,3.29069,22.88125,-53.20056999999999,13.75,16.34,0.22,0.15,1.053,0.11599999999999999,68.7,105.2,289.70113399999997,-62.883680000000005,0.22,0.12,2017-02-21T05:27:30.760,2457805.727439352,61933824,1.2,480.0,1242.2,short frames,,,,129497.7,1176.9,110.0,2.269,-0.469,0.966,-0.8440000000000001,3.286,0.099,-0.052000000000000005,0.063,-0.085,0.20199999999999999,1.52,-0.29,0.54,-0.53,1.58,0.0
1996 BZ3,,207970,NEOLegacy,2.6433,0.5241,3.37,178.3207,278.1621,4.29765,349.00709,-8.04326,20.64,18.45,0.22,0.15,1.745,1.0070000000000001,30.6,119.1,68.70165300000001,-60.433108999999995,0.15,0.16,2017-02-19T02:45:27.037,2457803.6148962616,61815040,100.0,8000.0,8290.7,,,,,628.3,23.2,27.1,2.438,-0.804,1.874,-1.3619999999999999,8.94,0.012,-0.008,0.016,-0.012,0.065,1.15,-0.3,0.55,-0.54,1.93,0.0
1998 UT18,,85774,NEOLegacy,1.4033,0.32889,13.59,64.6674,50.0786,1.66229,15.000079999999999,-30.523629999999997,17.59,19.41,0.22,0.15,1.11,0.174,53.4,118.6,274.48174900000004,-86.11873100000001,0.0,0.0,2017-02-25T22:55:28.516,2457810.4551911573,61803264,0.6,120.0,1189.7,short frames,,,,34241.1,205.4,166.7,1.444,-0.353,0.701,-0.617,2.721,0.013999999999999999,-0.008,0.012,-0.013000000000000001,0.039,1.37,-0.3,0.53,-0.54,1.7,0.0
2003 KU2,,329614,NEOLegacy,2.6886,0.67704,5.4,105.2638,246.7557,4.408440000000001,333.83034,-41.13735,17.25,17.97,0.22,0.15,1.023,0.223,81.9,85.6,359.024857,-55.15180600000001,0.25,0.41,2017-02-26T08:17:15.532,2457810.8453186573,62002176,12.0,120.0,1108.8,,,,,1582.5,36.4,43.5,0.642,-0.109,0.214,-0.204,0.723,0.27699999999999997,-0.124,0.13699999999999998,-0.228,0.384,1.65,-0.29,0.5,-0.53,1.46,0.0
2003 QF70,,,NEOLegacy,2.2126,0.46542,6.31,238.6339,136.9012,3.2912199999999996,122.96263,13.35651,21.67,19.99,0.22,0.15,1.463,0.7440000000000001,40.3,111.4,209.606201,23.765507999999997,1.18,0.33,2017-02-25T18:45:24.881,2457810.2815379747,61933568,100.0,8000.0,8720.2,,,,,12.0,3.2,3.8,0.21100000000000002,-0.05,0.107,-0.096,0.56,0.40299999999999997,-0.231,0.298,-0.374,0.965,1.24,-0.3,0.55,-0.54,1.85,0.03
2005 QS10,,,NEOLegacy,2.4187,0.48044,15.81,150.7969,229.886,3.76157,43.60208,-39.19314,19.38,19.13,0.22,0.15,1.31,0.467,42.4,119.6,246.071187,-61.755862,11.55,2.54,2017-02-28T11:58:22.102,2457812.9988669213,61832704,100.0,1200.0,1111.9,,,,,1049.4,30.4,34.5,0.857,-0.235,0.473,-0.406,2.044,0.053,-0.031,0.05,-0.049,0.168,1.28,-0.31,0.53,-0.56,1.83,0.0
2005 UN157,,,NEOLegacy,2.5159,0.85614,44.54,21.7136,209.9675,3.9906,189.64324,57.856390000000005,21.37,18.45,0.22,0.15,1.591,1.3159999999999998,39.5,85.0,126.280579,59.190668,2.6,5.06,2017-02-25T15:49:21.608,2457810.1592778703,61911552,100.0,8000.0,8269.1,,,,,49.2,6.5,7.6,0.841,-0.244,0.517,-0.419,2.346,0.10300000000000001,-0.064,0.106,-0.09699999999999999,0.342,1.24,-0.3,0.54,-0.55,1.82,0.0
2005 WH57,,417167,NEOLegacy,1.708,0.36834,40.45,262.1175,125.3801,2.2321400000000002,144.27104,-6.876010000000001,21.51,19.41,0.22,0.15,1.358,1.0170000000000001,48.1,83.8,241.532415,31.997949,0.28,0.31,2017-02-24T15:22:53.147,2457809.140892905,61794048,100.0,8000.0,8603.9,,,,,16.5,3.8,4.3,0.309,-0.071,0.153,-0.141,0.6829999999999999,0.319,-0.179,0.23399999999999999,-0.29,0.772,1.32,-0.3,0.55,-0.55,1.77,0.01
2006 AL3,,,NEOLegacy,1.3773,0.12658,13.66,319.0385,144.7582,1.61643,124.21812,65.23459,19.96,20.3,0.29,0.15,1.23,0.368,47.0,117.6,150.780642,33.358276000000004,0.94,1.13,2017-03-01T22:40:47.443,2457814.444993553,62039552,100.0,2400.0,2334.8,,,,,158.1,11.7,13.5,0.255,-0.06,0.126,-0.109,0.501,0.205,-0.11599999999999999,0.16399999999999998,-0.187,0.529,1.31,-0.3,0.55,-0.54,1.77,0.0
2007 EM88,,335758,NEOLegacy,1.6508,0.26765,3.58,78.2516,336.9789,2.121,359.2052,-12.3211,19.5,19.89,0.22,0.15,1.217,0.345,47.4,118.1,79.432715,-70.42903000000001,0.8,0.3,2017-02-27T06:19:28.577,2457811.763525197,61898240,100.0,1200.0,1223.8,,,,,238.6,14.3,16.7,0.28800000000000003,-0.063,0.136,-0.115,0.5660000000000001,0.233,-0.127,0.162,-0.209,0.474,1.31,-0.29,0.53,-0.54,1.79,0.0
2007 TQ24,,,NEOLegacy,0.7935,0.53933,10.59,183.5539,29.953,0.70685,47.64924,-40.45232,21.0,22.3,0.3,0.15,1.138,0.221,51.4,118.8,246.895388,-58.427691,2.0,2.2,2017-02-28T13:28:01.030,2457813.0611230326,61971456,100.0,8000.0,8510.7,,,,,62.9,7.4,8.5,0.08800000000000001,-0.018000000000000002,0.039,-0.035,0.156,0.273,-0.147,0.18600000000000003,-0.24600000000000002,0.59,1.35,-0.3,0.54,-0.55,1.74,0.0
2007 VC138,,,NEOLegacy,2.1169,0.49728999999999995,28.72,232.1424,167.3472,3.07993,139.49894,-16.38953,21.25,19.7,0.22,0.15,1.214,0.753,56.6,85.2,246.56782900000002,22.390435999999998,0.45,0.24,2017-02-24T17:55:53.644,2457809.2471486568,62023424,100.0,8000.0,8713.8,,,,,46.1,6.3,7.3,0.325,-0.07200000000000001,0.14400000000000002,-0.135,0.596,0.22,-0.11699999999999999,0.151,-0.19699999999999998,0.474,1.41,-0.3,0.53,-0.55,1.7,0.0
2008 RM98,,,NEOLegacy,2.5669,0.63672,1.85,285.3162,166.0604,4.112480000000001,340.46134,-0.62993,16.94,20.8,0.3,0.15,1.041,0.066,66.8,109.8,67.93862299999999,-49.150222,4.99,9.29,2017-02-23T17:15:35.078,2457808.219155995,61966080,1.2,480.0,1203.5,short frames,,,,34494.4,172.5,200.0,0.608,-0.134,0.26,-0.23399999999999999,0.935,0.023,-0.012,0.017,-0.02,0.066,1.5,-0.3,0.52,-0.53,1.61,0.0
2009 DK46,,470909,NEOLegacy,2.6271,0.5120399999999999,26.33,173.9356,261.6153,4.2580599999999995,63.69719,-47.26828,19.24,18.55,0.22,0.15,1.329,0.551,45.1,112.4,253.98805499999997,-45.746743,4.04,0.58,2017-02-18T20:10:44.146,2457803.3407887267,62021120,100.0,1200.0,1110.7,,,,,453.9,20.0,22.7,0.7340000000000001,-0.183,0.389,-0.326,1.653,0.125,-0.073,0.102,-0.115,0.32,1.29,-0.3,0.53,-0.55,1.79,0.0
2010 CH55,,,NEOLegacy,1.8463,0.40831999999999996,1.53,243.2582,178.5203,2.50882,320.68472,-15.07153,21.26,19.99,0.22,0.15,1.195,0.685,58.1,87.0,35.828571000000004,-40.209097,9.27,3.22,2017-02-23T02:52:49.107,2457807.6200128123,61977600,100.0,8000.0,8606.2,,,,,45.4,6.3,7.2,0.287,-0.061,0.134,-0.11699999999999999,0.523,0.212,-0.114,0.14300000000000002,-0.188,0.483,1.41,-0.29,0.55,-0.53,1.69,0.0
2010 XC15,,,NEOLegacy,0.7351,0.41658,8.38,94.4827,157.6331,0.63025,36.02693,-75.10323000000001,19.98,21.7,0.3,0.15,1.0090000000000001,0.12,89.7,83.5,295.270238,-40.613409000000004,3.96,2.03,2017-03-01T05:33:16.791,2457813.73144434,61949952,100.0,2400.0,2329.6,,,,,95.0,9.0,10.6,0.102,-0.017,0.03,-0.034,0.107,0.35,-0.151,0.17600000000000002,-0.28600000000000003,0.525,1.72,-0.29,0.49,-0.53,1.4,0.01
2010 XT45,,414903,NEOLegacy,1.6051,0.2776,13.63,202.4791,88.9317,2.0335900000000002,120.42926999999999,0.8355299999999999,20.95,17.88,0.22,0.15,2.016,1.429,28.3,109.9,220.38215699999998,15.981369,0.77,0.15,2017-02-25T21:18:46.562,2457810.388038912,61869312,100.0,8000.0,8607.4,,,,,6.8,2.4,2.8,0.564,-0.151,0.379,-0.29100000000000004,2.299,0.385,-0.247,0.36200000000000004,-0.371,1.156,1.12,-0.29,0.53,-0.51,1.95,0.13
2013 AA53,,,NEOLegacy,1.2824,0.66706,27.86,98.3738,195.9222,1.45231,111.2829,-56.82045,19.93,19.8,0.22,0.15,1.073,0.37799999999999995,71.2,88.2,268.215546,-18.072245000000002,2.79,10.05,2017-02-24T19:40:08.566,2457809.319543588,61980160,100.0,2400.0,2549.9,,,,,368.2,17.7,20.8,0.43700000000000006,-0.09,0.174,-0.163,0.635,0.11,-0.055,0.073,-0.095,0.22,1.55,-0.3,0.51,-0.54,1.57,0.0
1981 QA,Krok,3102,NEOLegacy,2.1506,0.44952,8.44,172.0874,154.7764,3.15381,125.3904,8.37722,20.75,16.43,0.22,0.15,2.568,1.9669999999999999,20.9,115.2,215.63939900000003,23.819785999999997,0.09,0.09,2017-03-05T17:36:52.987,2457818.233946609,61999616,100.0,8000.0,8723.0,,,,,15.0,3.6,4.2,2.042,-0.7509999999999999,1.979,-1.2209999999999999,12.78,0.113,-0.084,0.17800000000000002,-0.111,0.633,1.07,-0.3,0.54,-0.47,1.99,0.07
2000 WB1,,153195,NEOLegacy,1.3011,0.61892,41.11,21.4189,262.8874,1.4841600000000001,334.82476,38.50074,18.85,17.68,0.22,0.15,1.31,0.616,48.5,104.4,92.93207199999999,-15.347438,0.62,1.66,2017-03-10T05:24:54.528,2457822.7256311118,61874432,30.0,480.0,1241.5,,,,,1787.1,39.3,45.5,1.636,-0.429,0.914,-0.747,3.551,0.055999999999999994,-0.033,0.049,-0.051,0.174,1.33,-0.31,0.55,-0.56,1.74,0.0
2001 AU47,,153243,NEOLegacy,1.2989,0.53061,35.98,311.9172,9.3654,1.4804,259.8668,59.878930000000004,18.81,17.68,0.22,0.15,1.103,0.569,65.7,83.5,88.759922,34.676775,1.06,1.25,2017-03-16T01:38:28.016,2457828.5683798147,61913600,30.0,480.0,1243.5,,,,,434.7,19.6,22.2,0.73,-0.142,0.27699999999999997,-0.257,1.024,0.281,-0.138,0.161,-0.239,0.441,1.49,-0.3,0.52,-0.53,1.61,0.01
2001 BP61,,,NEOLegacy,1.4866,0.3256,12.97,289.0879,108.9855,1.81257,179.83954,66.51191999999999,18.43,20.5,0.3,0.15,1.053,0.138,69.1,103.6,130.933014,49.803914,2.3,6.8,2017-03-16T01:09:24.038,2457828.5481948843,61941504,12.0,120.0,1154.8,,,,,447.2,19.7,22.7,0.177,-0.031,0.062,-0.061,0.22699999999999998,0.35700000000000004,-0.168,0.191,-0.304,0.5820000000000001,1.53,-0.29,0.52,-0.54,1.59,0.01
2001 VH75,,153792,NEOLegacy,2.1002,0.74195,10.62,276.2927,244.2292,3.0437,357.57444,18.45579,19.4,18.36,0.22,0.15,1.403,0.602,39.5,118.3,103.250431,-42.065246,0.49,0.47,2017-03-10T05:54:18.291,2457822.746045035,61823744,100.0,1200.0,1111.5,,,,,308.3,16.3,18.9,0.701,-0.182,0.40299999999999997,-0.315,1.765,0.163,-0.099,0.138,-0.152,0.436,1.24,-0.3,0.55,-0.54,1.86,0.0
2002 XC91,,,NEOLegacy,1.4768,0.58986,10.79,102.4413,225.6363,1.79467,127.09071999999999,6.86655,20.3,20.18,0.22,0.15,1.297,0.466,43.8,117.6,217.94501200000002,24.658474,2.99,1.6,2017-03-10T13:10:50.609,2457823.0491968635,61795840,100.0,6000.0,6310.2,,,,,81.9,8.4,9.8,0.255,-0.062,0.12300000000000001,-0.111,0.551,0.228,-0.127,0.179,-0.20800000000000002,0.502,1.29,-0.31,0.53,-0.56,1.81,0.01
2003 SJ215,,474474,NEOLegacy,2.2054,0.42418999999999996,6.16,269.9201,155.0779,3.2751200000000003,134.65202,16.231479999999998,20.33,19.89,0.22,0.15,1.294,0.522,47.2,110.6,211.66209300000003,35.287219,0.47,0.44,2017-03-07T07:50:20.172,2457819.8266223613,61917696,100.0,6000.0,6412.2,,,,,83.6,8.4,10.0,0.302,-0.07200000000000001,0.15,-0.127,0.612,0.214,-0.12,0.163,-0.193,0.47600000000000003,1.32,-0.31,0.55,-0.55,1.74,0.01
2006 SU49,,292220,NEOLegacy,1.4126,0.31203000000000003,2.52,303.1433,198.9814,1.67888,134.42371,22.05708,18.24,19.8,0.22,0.15,1.123,0.204,52.8,118.0,204.790902,37.087538,2.16,1.28,2017-03-13T00:59:13.958,2457825.541133773,61959424,12.0,120.0,1163.8,,,,,1132.8,31.7,35.7,0.332,-0.07200000000000001,0.153,-0.13,0.581,0.192,-0.105,0.13,-0.16899999999999998,0.392,1.36,-0.29,0.55,-0.54,1.72,0.0
2007 UY1,,,NEOLegacy,0.9511,0.17528,1.02,337.8293,273.5479,0.9275899999999999,5.4183900000000005,2.70263,21.51,23.2,0.3,0.15,1.113,0.191,54.0,117.2,108.25119,-59.317358999999996,42.32,19.11,2017-03-13T05:48:04.083,2457825.741713924,61849088,100.0,8000.0,7738.7,,,,,7.2,2.5,2.9,0.033,-0.006,0.01,-0.013000000000000001,0.048,0.8809999999999999,-0.386,0.409,-0.755,1.167,1.38,-0.3,0.55,-0.56,1.7,0.06
2009 BD2,,477051,NEOLegacy,2.5909,0.50783,14.65,166.6564,262.274,4.17035,140.49026,-15.03445,19.32,17.97,0.22,0.15,1.3330000000000002,0.687,48.1,101.6,246.09181600000002,23.989248,0.81,0.34,2017-03-16T15:30:23.017,2457829.1460997337,61801216,100.0,1200.0,1220.3,,,,,337.4,17.2,19.6,0.8440000000000001,-0.2,0.436,-0.359,1.821,0.158,-0.09,0.12300000000000001,-0.14400000000000002,0.376,1.32,-0.29,0.53,-0.54,1.79,0.0
2011 US63,,,NEOLegacy,3.0322,0.7773800000000001,20.56,251.0324,242.2559,5.28006,340.94024,16.65834,19.52,18.36,0.22,0.15,1.344,0.6609999999999999,46.8,104.7,83.952292,-36.368345,7.32,16.6,2017-03-07T20:29:45.819,2457820.354002535,61915392,100.0,1200.0,1220.3,,,,,249.2,14.7,17.0,0.7020000000000001,-0.17,0.36700000000000005,-0.297,1.554,0.162,-0.09300000000000001,0.126,-0.14800000000000002,0.389,1.31,-0.3,0.54,-0.54,1.8,0.0
2013 JK22,,,NEOLegacy,1.3383,0.19091,16.0,225.6229,111.1713,1.5483,125.4444,-9.20089,21.64,20.6,0.3,0.15,1.4,0.631,41.0,114.8,232.00788500000002,15.340446,0.57,0.44,2017-03-13T17:21:24.090,2457826.2231954862,61968640,100.0,8000.0,7955.8,,,,,12.3,3.3,3.7,0.163,-0.038,0.081,-0.077,0.401,0.386,-0.21899999999999997,0.29100000000000004,-0.359,1.002,1.25,-0.3,0.53,-0.55,1.81,0.02
2015 XC,,,NEOLegacy,1.1798,0.29336999999999996,4.87,70.7919,76.2735,1.28142,23.769379999999998,-57.72351999999999,20.14,25.5,0.3,0.15,1.013,0.023,87.7,91.0,291.78962,-58.446916,98.62,153.87,2017-03-14T19:12:27.103,2457827.300313692,61809152,100.0,6000.0,5632.7,,,,,490.9,20.6,23.8,0.039,-0.006999999999999999,0.013999999999999999,-0.013999999999999999,0.045,0.073,-0.035,0.047,-0.062,0.16899999999999998,1.71,-0.29,0.5,-0.53,1.41,0.0
1998 XC9,,173232,NEOLegacy,2.7498,0.5320699999999999,9.32,320.1472,120.8883,4.55975,148.47531,28.70076,19.01,18.45,0.22,0.15,1.297,0.521,46.5,111.5,199.942626,50.976934,2.45,2.55,2017-03-17T06:43:31.630,2457829.780227199,61797888,30.0,480.0,1245.1,,,,,4330.6,60.6,71.5,2.009,-0.544,1.125,-0.951,4.462,0.018000000000000002,-0.011000000000000001,0.017,-0.017,0.062,1.32,-0.3,0.54,-0.55,1.76,0.0
1998 YF10,,,NEOLegacy,1.49,0.24759,15.59,85.9419,296.4214,1.81876,145.599,21.6147,21.33,21.1,0.3,0.15,1.3230000000000002,0.49700000000000005,42.1,118.7,209.570908,46.846340999999995,34.04,1.88,2017-03-24T07:00:57.896,2457836.792336759,62008320,100.0,8000.0,8728.6,,,,,23.4,4.5,5.2,0.151,-0.036000000000000004,0.076,-0.069,0.33799999999999997,0.28300000000000003,-0.163,0.23199999999999998,-0.261,0.747,1.27,-0.31,0.55,-0.57,1.78,0.01
1999 SM5,,162210,NEOLegacy,2.3,0.69438,5.2,327.7627,319.1106,3.48803,340.39448,-2.95295,21.69,19.32,0.22,0.15,1.375,1.058,46.9,83.2,65.190899,-50.658912,0.24,0.14,2017-03-22T08:41:12.272,2457834.8619475933,61812992,100.0,8000.0,7942.7,,,,,18.3,4.0,4.6,0.33899999999999997,-0.08,0.16899999999999998,-0.155,0.7879999999999999,0.289,-0.16399999999999998,0.214,-0.265,0.669,1.31,-0.3,0.53,-0.54,1.78,0.01
2000 RL77,,189552,NEOLegacy,2.5559,0.5351,30.29,194.8939,234.4416,4.08628,38.803670000000004,-56.24585,17.97,17.11,0.22,0.15,1.188,0.5489999999999999,58.1,94.5,277.53815,-55.460723,1.32,0.85,2017-03-20T14:21:39.881,2457833.098378252,61960960,12.0,120.0,1131.8,,,,,1364.4,34.1,40.0,1.236,-0.27,0.552,-0.48100000000000004,2.121,0.165,-0.08800000000000001,0.113,-0.146,0.34700000000000003,1.42,-0.3,0.53,-0.55,1.67,0.0
2000 XL44,,162781,NEOLegacy,2.2252,0.42686999999999997,10.04,332.0761,163.9097,3.31926,0.6671,13.23701,21.11,17.88,0.22,0.15,1.9609999999999999,1.415,29.6,106.6,105.064196,-47.934139,0.14,0.15,2017-03-23T20:59:51.746,2457836.374904468,61836544,100.0,8000.0,,,,,,11.2,3.1,3.6,0.677,-0.19699999999999998,0.483,-0.35600000000000004,2.766,0.272,-0.182,0.27699999999999997,-0.262,0.9840000000000001,1.14,-0.3,0.56,-0.53,1.93,0.05
2002 RT129,,,NEOLegacy,1.8319,0.7542800000000001,19.62,178.5773,55.7554,2.47938,157.46517,-20.38942,21.76,19.7,0.22,0.15,1.3130000000000002,0.9109999999999999,50.2,86.0,263.426147,31.414229,4.87,1.3,2017-03-18T03:35:16.723,2457830.649499109,61930240,100.0,8000.0,8714.0,,,,,33.4,5.4,6.2,0.359,-0.08800000000000001,0.175,-0.16,0.774,0.18,-0.10099999999999999,0.14400000000000002,-0.163,0.462,1.35,-0.31,0.53,-0.55,1.75,0.0
2004 MQ6,,,NEOLegacy,1.8347,0.64953,35.51,105.8287,256.3535,2.48521,155.64344,-7.98468,19.97,19.99,0.22,0.15,1.136,0.365,61.0,100.6,251.82882200000003,39.684937,27.22,26.45,2017-03-26T15:14:15.588,2457839.134902639,61972736,100.0,2400.0,2548.7,,,,,110.5,9.7,11.4,0.23600000000000002,-0.047,0.092,-0.087,0.36700000000000005,0.319,-0.157,0.18899999999999997,-0.275,0.511,1.45,-0.3,0.53,-0.55,1.65,0.01
2004 XG,,,NEOLegacy,0.8373,0.29834,1.2,284.9442,1.0232,0.7661399999999999,142.46521,8.26091,20.81,24.4,0.3,0.15,1.046,0.077,61.2,115.0,224.770829,38.831007,1.71,3.38,2017-03-22T01:21:50.533,2457834.5568348733,61924096,100.0,8000.0,8615.5,,,,,151.4,11.4,13.3,0.045,-0.009000000000000001,0.019,-0.017,0.069,0.152,-0.08199999999999999,0.10800000000000001,-0.134,0.387,1.45,-0.3,0.55,-0.55,1.65,0.0
2004 XK14,,,NEOLegacy,0.7487,0.43377,3.1,306.8807,303.0854,0.64778,3.73006,18.3828,20.03,22.7,0.3,0.15,1.073,0.121,57.1,117.1,110.927355,-43.634048,0.71,0.9,2017-03-17T12:52:51.354,2457830.036705486,61852160,100.0,2400.0,2443.6,,,,,2421.8,46.0,52.6,0.264,-0.063,0.126,-0.11,0.456,0.021,-0.012,0.018000000000000002,-0.019,0.066,1.41,-0.3,0.54,-0.55,1.68,0.0
2005 WB1,,434633,NEOLegacy,1.2638,0.35536999999999996,22.88,61.4347,265.7115,1.42082,349.01036,-15.172620000000002,21.87,21.2,0.3,0.15,1.0759999999999998,0.474,69.3,84.6,56.416773,-64.818965,0.84,0.93,2017-03-23T22:45:59.469,2457836.448604965,61921024,100.0,8000.0,8713.0,,,,,200.9,13.1,15.3,0.381,-0.083,0.166,-0.152,0.586,0.04,-0.021,0.028999999999999998,-0.035,0.11599999999999999,1.53,-0.29,0.52,-0.55,1.57,0.0
2010 XA68,,,NEOLegacy,1.1575,0.30146,59.27,74.3374,107.4791,1.24525,149.97198999999998,57.19935,20.48,22.1,0.3,0.15,1.104,0.185,55.9,115.4,155.96438999999998,47.439716,3.12,2.59,2017-03-17T05:22:35.272,2457829.724019352,61827840,100.0,6000.0,6417.4,,,,,64.8,7.4,8.8,0.08,-0.015,0.031,-0.028999999999999998,0.122,0.40399999999999997,-0.201,0.23399999999999999,-0.35600000000000004,0.687,1.4,-0.29,0.54,-0.54,1.72,0.01
2012 TA219,,,NEOLegacy,2.642,0.56092,25.04,34.8676,91.5131,4.2942800000000005,10.29182,33.343070000000004,19.32,18.45,0.22,0.15,1.422,0.655,39.7,115.8,120.46978600000001,-29.476494,0.22,0.54,2017-03-29T18:09:50.738,2457842.2568372455,61950464,100.0,1200.0,1112.2,,,,,142.7,11.1,12.9,0.555,-0.13699999999999998,0.301,-0.23800000000000002,1.3840000000000001,0.24,-0.141,0.19,-0.22399999999999998,0.5479999999999999,1.24,-0.3,0.54,-0.54,1.87,0.01
2013 HT15,,,NEOLegacy,1.1,0.42273999999999995,2.92,23.623,315.6203,1.1536600000000001,164.81229,13.594660000000001,21.75,22.1,0.3,0.15,1.083,0.299,68.3,95.8,234.64382799999998,60.533074,0.14,0.2,2017-03-21T03:25:35.987,2457833.6427776273,61864448,100.0,8000.0,8489.1,,,,,53.4,6.8,7.9,0.128,-0.027000000000000003,0.052000000000000005,-0.05,0.195,0.154,-0.079,0.105,-0.136,0.37200000000000005,1.52,-0.3,0.51,-0.53,1.6,0.0
2015 WA1,,,NEOLegacy,1.1866,0.29603,10.9,197.6138,339.5362,1.29256,31.79995,-23.38805,21.68,22.1,0.3,0.15,1.19,0.34700000000000003,51.3,113.1,204.807525,-72.482685,26.22,16.86,2017-03-26T00:32:14.388,2457838.52238875,61846528,100.0,8000.0,7945.1,,,,,10.8,3.1,3.5,0.07,-0.013999999999999999,0.027000000000000003,-0.031,0.12300000000000001,0.52,-0.261,0.319,-0.466,1.0190000000000001,1.35,-0.3,0.52,-0.55,1.72,0.02
2000 AF6,,162361,NEOLegacy,0.8778,0.4114,2.7,110.7856,200.1438,0.82237,160.25957,4.83176,20.02,20.4,0.3,0.15,1.166,0.321,53.5,111.7,242.76342400000001,51.769702,0.18,0.13,2017-04-05T18:23:59.587,2457849.266661886,61922560,100.0,2400.0,2554.3,,,,,129.2,10.6,12.2,0.20600000000000002,-0.043,0.09,-0.08,0.341,0.28800000000000003,-0.154,0.193,-0.255,0.603,1.38,-0.31,0.55,-0.55,1.7,0.01
2005 BT1,,,NEOLegacy,1.3301,0.7141,63.63,304.4789,32.8697,1.53393,171.74361000000002,20.089920000000003,20.61,19.41,0.22,0.15,1.392,0.695,43.5,108.2,228.43083,69.446046,1.78,2.97,2017-04-07T02:06:41.448,2457850.5879797223,61836800,100.0,8000.0,8716.2,,,,,50.7,6.6,7.7,0.35600000000000004,-0.087,0.19,-0.159,0.802,0.24100000000000002,-0.14,0.19,-0.222,0.583,1.29,-0.31,0.55,-0.57,1.77,0.01
2005 GU,,,NEOLegacy,1.5517,0.61458,25.05,26.9235,275.7655,1.9329900000000002,346.72884,12.365219999999999,21.74,20.3,0.3,0.15,1.217,0.72,56.0,87.8,86.855439,-43.064661,6.93,9.89,2017-03-30T06:03:32.048,2457842.75245426,62036224,100.0,8000.0,8604.6,,,,,21.5,4.3,5.0,0.217,-0.047,0.09300000000000001,-0.094,0.39899999999999997,0.287,-0.153,0.201,-0.258,0.657,1.4,-0.3,0.52,-0.53,1.69,0.01
2005 VY17,,333555,NEOLegacy,1.9845,0.43877,25.43,79.2016,66.3743,2.79555,197.94458999999998,32.07253,18.34,17.68,0.22,0.15,1.15,0.515,61.1,92.3,82.347071,83.372385,0.57,0.69,2017-04-08T10:58:07.686,2457851.9570334028,61834240,12.0,120.0,1132.2,,,,,91.9,9.0,10.2,0.401,-0.055999999999999994,0.106,-0.11900000000000001,0.436,0.945,-0.366,0.32299999999999995,-0.7559999999999999,0.7959999999999999,1.45,-0.3,0.53,-0.55,1.64,0.08
2006 RJ1,,,NEOLegacy,0.9506,0.30065,1.41,93.4979,110.2965,0.9267700000000001,3.7198599999999997,-3.5091699999999997,21.68,22.5,0.3,0.15,1.014,0.20600000000000002,82.4,85.9,101.05547,-64.81732,20.47,18.39,2017-04-10T05:09:14.480,2457853.714750926,61926912,100.0,8000.0,7718.3,,,,,18.1,4.0,4.5,0.066,-0.012,0.021,-0.026000000000000002,0.079,0.406,-0.182,0.22,-0.33799999999999997,0.733,1.65,-0.29,0.51,-0.52,1.47,0.01
2008 DJ5,,435441,NEOLegacy,1.2539,0.41791999999999996,8.07,358.9187,326.7564,1.4041700000000001,359.69402,22.398429999999998,20.39,20.3,0.29,0.15,1.149,0.39,59.5,101.0,107.24208,-38.861407,0.91,0.82,2017-04-01T13:25:04.100,2457845.0590752317,61853184,100.0,6000.0,6294.3,,,,,238.2,14.3,16.7,0.341,-0.077,0.146,-0.139,0.58,0.113,-0.06,0.08900000000000001,-0.10099999999999999,0.301,1.44,-0.3,0.51,-0.55,1.65,0.0
