desig,name,number,survey,a,e,i,node,argper,period,ra,dec,vmag,absmag,absmagsig,slopepar,heldist,obsdist,alpha,elong,glxlon,glxlat,ra3sig,dec3sig,midtime,midtimejd,aorkey,framet,totalt,elapsed,notes,ch1,ch1err,ch1snr,ch2,ch2err,ch2snr,diam,d1sigl,d1sigu,d3sigl,d3sigu,pv,pv1sigl,pv1sigu,pv3sigl,pv3sigu,eta,eta1sigl,eta1sigu,eta3sigl,eta3sigu,reflsol
2002 EZ16,,141498,ExploreNEOs,0.9216,0.5664399999999999,30.14,262.9377,25.3255,0.88474,155.50628,50.95218,17.6,18.55,0.22,0.15,1.08,0.225,67.5,100.7,162.487854,53.112678,0.64,0.48,2010-01-06T12:54:51.437,2455203.0380953355,32596992,,,,,338.0,17.9,18.9,1220.5,31.7,38.5,0.47600000000000003,-0.08800000000000001,0.17800000000000002,-0.16,0.647,0.294,-0.142,0.161,-0.249,0.462,1.51,-0.3,0.53,-0.54,1.59,0.01
2002 FA6,,141526,ExploreNEOs,1.0137,0.32238,30.1,174.7128,173.3559,1.02068,183.58333000000002,48.59832,20.21,20.18,0.22,0.15,1.248,0.41200000000000003,46.2,116.7,138.994201,67.357011,3.05,1.68,2010-06-07T09:34:21.263,2455354.8988572108,32635904,,,,,9.7,2.9,3.4,31.1,5.2,6.0,0.153,-0.027999999999999997,0.059000000000000004,-0.055999999999999994,0.263,0.64,-0.312,0.322,-0.562,0.845,1.3,-0.3,0.54,-0.54,1.79,0.03
2002 JV15,,141614,ExploreNEOs,1.6236,0.53637,7.17,200.7806,127.1998,2.0687900000000004,126.79444,-9.19928,18.35,19.51,0.22,0.15,1.014,0.146,88.0,83.8,232.733252,16.472297,1.22,1.05,2010-12-21T03:38:11.634,2455551.6515235417,32659456,,,,,1959.5,41.2,47.6,9930.0,89.4,111.1,1.091,-0.218,0.41700000000000004,-0.392,1.3090000000000002,0.023,-0.011000000000000001,0.015,-0.019,0.049,1.71,-0.29,0.51,-0.54,1.4,0.0
2002 MC,,141761,ExploreNEOs,2.5776,0.50841,18.9,151.6069,159.9946,4.13821,232.1324,25.475720000000003,18.91,17.6,0.22,0.15,1.521,0.737,35.8,119.1,39.339518,54.892433999999994,0.91,0.33,2010-08-09T07:02:57.902,2455417.7937257183,32637184,,,,Usedcolpulldownfixmosaics,78.9,8.4,9.4,301.5,16.0,18.8,0.9790000000000001,-0.259,0.5820000000000001,-0.44799999999999995,2.688,0.166,-0.10099999999999999,0.153,-0.155,0.47,1.2,-0.3,0.53,-0.54,1.86,0.01
2002 TC9,,142464,ExploreNEOs,1.2336,0.15448,16.28,191.8808,29.2065,1.37011,0.87116,36.80259,18.99,18.36,0.22,0.15,1.2409999999999999,0.494,53.2,104.1,112.353121,-25.084164,0.16,0.14,2010-09-16T01:06:45.469,2455455.546359595,32607488,,,,,55.7,7.2,7.7,139.2,11.0,12.7,0.406,-0.073,0.161,-0.141,0.675,0.483,-0.23800000000000002,0.255,-0.425,0.6659999999999999,1.37,-0.29,0.53,-0.54,1.73,0.02
2002 UM11,,142781,ExploreNEOs,1.9512,0.38711999999999996,41.04,229.0455,228.97,2.72549,338.35012,17.28947,18.38,16.53,0.22,0.15,1.4880000000000002,0.9059999999999999,41.9,101.4,81.978944,-34.381239,0.12,0.11,2011-01-20T22:49:40.193,2455582.451159641,32669440,,,,,137.7,11.0,12.5,582.6,22.1,26.4,1.743,-0.461,1.023,-0.7809999999999999,4.355,0.142,-0.087,0.127,-0.132,0.396,1.26,-0.3,0.55,-0.55,1.82,0.0
2003 BC21,,143381,ExploreNEOs,2.6002,0.50742,5.46,292.692,113.4269,4.19296,51.45046,27.68395,18.12,16.43,0.22,0.15,1.379,0.804,47.6,97.0,160.080261,-23.837829,0.22,0.1,2010-10-16T11:15:11.857,2455485.9688872336,32593152,,,,,89.4,10.3,8.7,409.8,19.3,21.2,1.252,-0.27699999999999997,0.604,-0.499,2.5180000000000002,0.302,-0.16899999999999998,0.20600000000000002,-0.272,0.5710000000000001,1.32,-0.3,0.54,-0.54,1.75,0.01
2003 BQ46,,143409,ExploreNEOs,1.949,0.35211,8.17,163.9084,44.0853,2.72099,119.28695,20.31718,19.23,18.16,0.22,0.15,1.39,0.632,41.2,114.3,201.12288600000002,23.227762,0.16,0.1,2011-05-21T08:04:22.912,2455702.8363762964,32677120,,,,,33.5,5.8,5.8,151.8,11.4,13.3,0.5529999999999999,-0.127,0.27699999999999997,-0.228,1.225,0.315,-0.177,0.22,-0.289,0.647,1.26,-0.3,0.54,-0.55,1.83,0.01
2003 HM16,,143624,ExploreNEOs,1.9662,0.57652,35.66,196.0943,46.8555,2.757,88.78166,-15.39805,19.44,16.24,0.22,0.15,1.755,1.5,34.9,86.6,220.81228399999998,-19.257532,0.14,0.15,2011-05-21T22:57:23.046,2455703.4565167357,32632832,,,,,37.6,5.7,6.6,109.0,9.6,11.4,1.749,-0.483,1.169,-0.823,5.671,0.185,-0.12,0.172,-0.17600000000000002,0.5329999999999999,1.19,-0.3,0.56,-0.54,1.88,0.01
2003 QO104,,143651,ExploreNEOs,2.1354,0.52453,11.61,58.2915,183.5663,3.12054,14.67791,-15.15144,18.0,16.43,0.22,0.15,1.402,0.8009999999999999,45.9,99.8,131.335883,-77.90216600000001,0.07,0.06,2009-08-21T02:40:17.668,2455064.611315602,32694272,,,,,276.3,41.7,6.6,1052.3,30.5,34.5,1.9080000000000001,-0.485,1.06,-0.848,4.287,0.129,-0.075,0.111,-0.11900000000000001,0.337,1.31,-0.3,0.54,-0.54,1.76,0.0
1991 DB,,14402,ExploreNEOs,1.7152,0.40267,11.42,158.3224,51.2394,2.24633,89.1882,10.105039999999999,19.49,18.84,0.22,0.15,1.3430000000000002,0.535,41.0,118.5,197.60335,-7.299216,0.18,0.17,2011-04-17T17:50:16.852,2455669.243250602,32583936,,,,Usedcolpulldownfixbacksubmosaics,96.0,9.2,10.4,459.4,19.8,23.2,0.685,-0.18100000000000002,0.382,-0.312,1.651,0.109,-0.065,0.098,-0.10099999999999999,0.32,1.25,-0.3,0.54,-0.55,1.83,0.0
2004 DV24,,144332,ExploreNEOs,1.4227,0.28956,55.9,171.1592,186.34,1.69691,248.52707999999998,41.329390000000004,19.31,16.92,0.22,0.15,1.693,1.113,34.8,106.1,65.397227,42.689343,0.2,0.22,2011-05-20T13:51:26.917,2455702.077394873,32618752,,,,,33.4,5.4,6.2,103.3,9.4,11.0,1.166,-0.314,0.7240000000000001,-0.542,3.5239999999999996,0.222,-0.14,0.19899999999999998,-0.21,0.593,1.19,-0.3,0.54,-0.53,1.88,0.02
2004 VG64,,144900,ExploreNEOs,0.9682,0.65541,36.27,208.9087,43.8795,0.9526899999999999,68.69688000000001,-68.95208000000001,19.95,18.55,0.22,0.15,1.15,0.688,60.3,83.3,281.01820699999996,-37.227208000000005,0.39,0.42,2011-03-10T15:01:51.159,2455631.1262865625,32685312,,,,,31.3,5.2,6.0,109.5,9.6,11.4,0.45,-0.08900000000000001,0.182,-0.166,0.698,0.332,-0.166,0.198,-0.287,0.522,1.44,-0.3,0.54,-0.55,1.66,0.01
2004 WG1,,144901,ExploreNEOs,1.6403,0.5213899999999999,13.06,42.1365,232.2761,2.10078,152.27628,44.03484,17.83,17.68,0.22,0.15,1.285,0.44299999999999995,42.7,120.0,174.60638799999998,53.409482,0.24,0.14,2010-05-21T17:57:38.509,2455338.2483623726,32571904,,,,Usedphotradius3Onstartrail,1725.7,41.4,41.7,9344.3,93.4,100.0,2.259,-0.608,1.287,-1.045,5.434,0.028999999999999998,-0.017,0.027000000000000003,-0.027000000000000003,0.095,1.26,-0.3,0.54,-0.53,1.83,0.0
2005 CK38,,144922,ExploreNEOs,2.1324,0.41292,8.24,8.8969,213.5302,3.11386,139.26716000000002,23.112370000000002,18.41,17.59,0.22,0.15,1.3940000000000001,0.5870000000000001,38.8,119.7,205.206555,41.671529,0.29,0.16,2011-06-02T01:14:27.541,2455714.5517076505,32615424,,,,,151.6,11.7,13.0,607.2,23.1,26.3,0.9359999999999999,-0.23600000000000002,0.537,-0.41,2.276,0.18600000000000003,-0.11199999999999999,0.153,-0.172,0.47700000000000004,1.23,-0.29,0.56,-0.54,1.82,0.0
1991 RB,,152561,ExploreNEOs,1.4545,0.48556000000000005,19.59,359.4136,68.8259,1.7540900000000001,174.08268999999999,79.05438000000001,17.65,19.32,0.22,0.15,1.074,0.18,62.2,108.6,127.340626,37.425847,2.08,3.77,2011-04-26T10:51:41.984,2455677.95256926,32610048,,,,,263.1,16.1,16.3,871.3,27.9,31.2,0.297,-0.054000000000000006,0.111,-0.098,0.405,0.375,-0.18100000000000002,0.19699999999999998,-0.316,0.546,1.46,-0.3,0.53,-0.55,1.64,0.01
1992 BF,,152563,ExploreNEOs,0.9081,0.27176,7.25,315.466,336.4424,0.86531,79.0109,24.91565,18.88,19.99,0.22,0.15,1.125,0.23600000000000002,53.5,115.6,179.765189,-7.713191999999999,0.0,0.0,2010-04-03T23:55:21.907,2455290.496781331,32676608,,,,,281.7,16.6,17.0,1377.0,34.4,40.0,0.419,-0.096,0.19399999999999998,-0.16899999999999998,0.7559999999999999,0.10099999999999999,-0.054000000000000006,0.07400000000000001,-0.09,0.24600000000000002,1.38,-0.3,0.52,-0.54,1.73,0.0
1997 NC1,,152637,ExploreNEOs,0.8655,0.20826,16.72,96.5671,16.6483,0.8052,28.3611,-50.6279,15.36,18.55,0.22,0.15,1.046,0.08800000000000001,72.5,102.8,280.426174,-63.709579000000005,0.82,6.07,2009-08-22T20:20:22.716,2455066.347485139,32675584,,,,,1344.5,35.0,38.4,3433.6,54.9,62.5,0.353,-0.054000000000000006,0.109,-0.105,0.38799999999999996,0.541,-0.231,0.228,-0.43799999999999994,0.588,1.56,-0.29,0.52,-0.54,1.56,0.01
1998 KJ9,,152680,ExploreNEOs,1.4479,0.63988,10.93,98.7247,259.9091,1.74232,202.55733999999998,15.94855,19.97,19.7,0.22,0.15,1.297,0.46,43.8,117.9,343.747833,75.647313,0.28,0.27,2010-07-24T07:28:40.234,2455401.8115767827,32707072,,,,,28.0,4.9,5.7,92.2,8.8,10.5,0.272,-0.06,0.128,-0.111,0.579,0.312,-0.171,0.214,-0.28300000000000003,0.615,1.28,-0.3,0.52,-0.55,1.81,0.01
1999 RR28,,152770,ExploreNEOs,1.8788,0.65328,7.13,178.4536,284.2912,2.57519,113.8068,38.0693,16.91,18.65,0.22,0.15,1.024,0.138,78.9,93.4,181.057622,24.471584,1.68,0.47,2010-05-25T21:01:18.723,2455342.375911146,32560896,,,,,498.6,21.9,22.8,1535.1,36.8,41.7,0.385,-0.062,0.122,-0.11699999999999999,0.42100000000000004,0.41,-0.17800000000000002,0.187,-0.332,0.516,1.62,-0.29,0.52,-0.53,1.5,0.01
1999 TB10,,152787,ExploreNEOs,1.3631,0.23139,15.95,1.9596,137.3236,1.59148,342.23745,6.98497,19.89,18.93,0.22,0.15,1.415,0.62,39.6,117.5,77.48598,-44.808178999999996,0.18,0.16,2011-01-03T17:23:19.854,2455565.2245353474,32642304,,,,,22.0,4.4,5.0,64.9,7.5,8.7,0.365,-0.084,0.179,-0.151,0.848,0.35200000000000004,-0.196,0.252,-0.32299999999999995,0.722,1.24,-0.3,0.53,-0.55,1.82,0.02
2000 FM10,,152941,ExploreNEOs,1.4811,0.68089,8.74,18.6072,343.8687,1.80253,182.70923,-25.2032,17.19,17.88,0.22,0.15,1.1740000000000002,0.294,51.4,115.5,291.45398900000004,36.759394,0.47,0.58,2011-08-04T04:11:11.202,2455777.6744352086,32582656,,,,,946.6,29.3,32.3,4037.8,60.6,66.6,0.965,-0.228,0.455,-0.39799999999999996,1.794,0.134,-0.07400000000000001,0.10099999999999999,-0.12,0.32899999999999996,1.36,-0.3,0.53,-0.56,1.75,0.0
2000 GC2,,152952,ExploreNEOs,1.3835,0.18709,55.3,358.7158,280.2969,1.62739,59.32614,57.000780000000006,20.18,17.78,0.22,0.15,1.43,1.0290000000000001,45.8,88.2,146.219503,2.7816560000000004,0.16,0.22,2010-10-21T02:47:47.926,2455490.6165269213,32623360,,,,channel1toofainttogetflux,,,,45.4,6.7,6.8,0.588,-0.128,0.285,-0.237,1.3119999999999998,0.392,-0.21899999999999997,0.262,-0.35700000000000004,0.736,1.3,-0.3,0.54,-0.54,1.78,0.02
2000 YM29,,153219,ExploreNEOs,2.0894,0.43499,40.32,116.6064,0.7265,3.02012,216.08754,28.215809999999998,19.92,18.74,0.22,0.15,1.236,0.6559999999999999,54.3,93.8,41.358847,69.43226700000001,0.23,0.31,2010-03-06T18:38:48.165,2455262.276946354,32619520,,,,,323.4,16.8,19.3,1703.5,37.5,45.4,1.6059999999999999,-0.408,0.847,-0.7190000000000001,3.2710000000000004,0.022000000000000002,-0.012,0.019,-0.019,0.065,1.38,-0.3,0.55,-0.55,1.71,0.0
2001 BW15,,153249,ExploreNEOs,2.1184,0.5905199999999999,41.21,329.0174,297.9259,3.0832200000000003,117.66338999999999,40.2293,19.43,15.47,0.22,0.15,2.485,1.8430000000000002,20.8,118.6,179.578094,27.914987,0.23,0.37,2010-05-01T08:19:02.998,2455317.846562477,32708864,,,,,19.5,4.2,4.6,38.3,5.7,6.7,2.7560000000000002,-0.9359999999999999,2.499,-1.4669999999999999,15.452,0.15,-0.111,0.196,-0.147,0.609,1.06,-0.29,0.55,-0.46,1.99,0.08
2001 NH6,,153315,ExploreNEOs,1.2375,0.44974,34.69,112.6054,288.3435,1.37663,11.92046,71.83140999999999,19.36,19.41,0.22,0.15,1.054,0.319,72.2,90.2,122.632072,8.965182,0.86,1.41,2010-04-03T23:20:15.331,2455290.4723996646,32570368,,,,,49.2,6.9,7.1,214.9,13.5,15.9,0.301,-0.054000000000000006,0.106,-0.102,0.373,0.335,-0.156,0.177,-0.278,0.478,1.56,-0.3,0.52,-0.55,1.54,0.01
2002 AB29,,153957,ExploreNEOs,2.5335,0.75836,46.54,89.788,73.2139,4.03258,82.19148,-43.61186,19.1,18.16,0.22,0.15,1.348,0.589,44.3,111.8,249.21638399999998,-32.811484,0.88,0.56,2010-01-12T00:45:28.262,2455208.531577106,32702464,,,,,61.6,9.2,6.7,312.9,16.6,18.8,0.693,-0.171,0.348,-0.294,1.5,0.19899999999999998,-0.113,0.158,-0.182,0.479,1.29,-0.31,0.52,-0.56,1.8,0.01
2002 CZ9,,154019,ExploreNEOs,1.3257,0.36046,4.97,142.9541,80.6667,1.52636,79.85207,45.70556,18.74,22.2,0.3,0.15,1.02,0.067,73.4,102.9,163.09996999999998,4.789369000000001,0.9,11.4,2011-04-26T04:18:20.024,2455677.679398426,32624640,,,,,153.1,11.6,13.2,763.7,25.2,30.3,0.107,-0.02,0.04,-0.037000000000000005,0.138,0.201,-0.09699999999999999,0.125,-0.172,0.4,1.57,-0.3,0.51,-0.53,1.55,0.0
2002 CY46,,154029,ExploreNEOs,1.8902,0.46301000000000003,44.17,346.2284,319.3495,2.59884,61.67666,57.4006,18.98,16.82,0.22,0.15,1.3630000000000002,0.995,48.5,84.8,146.915021,3.920886,0.09,0.13,2010-10-18T11:01:48.668,2455487.9595910646,32654848,,,,,83.5,8.8,9.5,411.7,18.9,21.8,1.4409999999999998,-0.34299999999999997,0.768,-0.615,3.154,0.157,-0.091,0.12300000000000001,-0.14400000000000002,0.377,1.32,-0.29,0.55,-0.54,1.77,0.0
2002 CV59,,154035,ExploreNEOs,1.2101,0.53233,49.06,13.1173,347.0907,1.33113,286.63451000000003,-72.48543000000001,19.17,17.69,0.22,0.15,1.319,0.767,49.4,95.2,322.61503500000003,-26.902331,0.96,0.51,2010-05-24T20:29:07.591,2455341.3535600808,32558080,,,,,42.1,6.4,6.6,152.2,11.4,13.4,0.68,-0.147,0.304,-0.265,1.304,0.32,-0.171,0.213,-0.28800000000000003,0.59,1.34,-0.3,0.52,-0.54,1.75,0.01
2002 UO,,154300,ExploreNEOs,1.2091,0.47222,8.3,90.7918,184.1092,1.3296,117.48608999999999,47.49642,19.45,19.51,0.22,0.15,1.236,0.389,45.6,118.4,171.433274,29.213383,0.32,0.48,2010-04-27T22:43:51.653,2455314.447125613,32653312,,,,,37.5,6.0,6.3,146.1,11.1,13.2,0.272,-0.057,0.125,-0.105,0.532,0.373,-0.2,0.237,-0.33399999999999996,0.643,1.3,-0.3,0.55,-0.54,1.81,0.01
2003 MX2,,154589,ExploreNEOs,2.2902,0.45738999999999996,7.17,59.021,300.0227,3.46575,335.39134,-20.17691,18.61,16.72,0.22,0.15,1.5390000000000001,0.847,38.1,110.9,36.215678000000004,-55.116273,0.38,0.21,2010-08-01T07:28:35.110,2455409.811517477,32572416,,,,,125.4,11.4,11.0,319.0,17.2,18.5,1.2890000000000001,-0.34,0.74,-0.5760000000000001,3.3739999999999997,0.218,-0.132,0.191,-0.203,0.5489999999999999,1.23,-0.31,0.54,-0.55,1.87,0.01
2004 FE3,,154656,ExploreNEOs,2.3108,0.64677,22.93,339.1733,338.2391,3.5127900000000003,162.86546,-55.39986999999999,17.37,16.72,0.22,0.15,1.389,0.574,39.3,119.7,286.41141400000004,3.571538,0.33,0.79,2011-07-08T23:49:27.020,2455751.4926738427,32723712,,,,,473.5,21.3,22.2,1697.3,39.0,43.5,1.5330000000000001,-0.397,0.885,-0.687,3.7060000000000004,0.154,-0.092,0.134,-0.142,0.426,1.24,-0.3,0.56,-0.56,1.83,0.0
2006 DZ169,,155334,ExploreNEOs,2.0341,0.40873000000000004,6.62,15.1211,275.4521,2.90112,344.76478,-7.82379,19.24,17.49,0.22,0.15,1.636,0.871,32.6,119.9,63.667591,-57.129303,0.24,0.14,2009-12-20T23:59:59.796,2455186.499997639,32580352,,,,,54.8,7.2,7.6,148.1,11.3,13.1,0.9540000000000001,-0.264,0.589,-0.445,2.945,0.195,-0.12300000000000001,0.188,-0.184,0.561,1.17,-0.3,0.53,-0.54,1.9,0.01
1949 MA,Icarus,1566,ExploreNEOs,1.0779,0.82683,22.83,88.0303,31.3523,1.11911,51.46597,-26.462690000000002,18.23,16.72,0.22,0.15,1.1540000000000001,0.575,62.5,87.6,220.833935,-55.671225,0.0,0.0,2010-09-18T02:58:21.331,2455457.6238579983,32571392,,,,,304.3,16.1,18.9,1128.6,30.5,37.0,1.224,-0.243,0.508,-0.442,1.859,0.24,-0.12,0.146,-0.209,0.43700000000000006,1.46,-0.3,0.52,-0.54,1.63,0.0
1991 PM5,Yuliya,15745,ExploreNEOs,1.7197,0.25511,14.42,132.6893,140.5059,2.25517,3.82398,-0.54875,18.71,17.59,0.22,0.15,1.361,0.632,45.5,108.3,103.36680799999999,-62.039049,0.16,0.11,2009-08-25T06:47:15.619,2455068.7828196646,32624384,,,,,66.2,9.3,7.1,209.2,13.8,15.2,0.6729999999999999,-0.14400000000000002,0.313,-0.26,1.3730000000000002,0.359,-0.195,0.23399999999999999,-0.325,0.606,1.3,-0.3,0.53,-0.54,1.77,0.01
1998 UL1,,159399,ExploreNEOs,1.5269,0.21400999999999998,41.96,214.8971,353.1233,1.8867599999999998,327.58257000000003,59.61286,19.41,16.92,0.22,0.15,1.5019999999999998,1.13,42.8,88.4,101.803811,4.385473999999999,0.11,0.13,2009-08-13T06:56:16.223,2455056.789076655,32701184,,,,,46.7,8.2,5.7,109.8,10.3,10.7,1.0390000000000001,-0.247,0.5579999999999999,-0.446,2.476,0.278,-0.162,0.213,-0.256,0.623,1.27,-0.3,0.55,-0.55,1.79,0.01
1999 AP10,,159402,ExploreNEOs,2.3764,0.57467,7.64,357.5107,46.79,3.6634599999999997,29.73224,8.43557,18.2,16.53,0.22,0.15,1.2919999999999998,0.838,52.3,87.3,149.98412199999999,-50.856646000000005,0.02,0.05,2009-08-31T22:54:55.590,2455075.454810069,32682752,,,,,90.2,10.4,8.7,277.8,16.1,17.3,1.034,-0.203,0.433,-0.37200000000000005,1.7630000000000001,0.401,-0.20600000000000002,0.23399999999999999,-0.354,0.655,1.36,-0.3,0.53,-0.55,1.71,0.01
2000 DJ8,,159454,ExploreNEOs,1.4113,0.2527,37.75,139.5855,262.9045,1.67667,218.38735,35.085029999999996,20.22,18.45,0.22,0.15,1.617,0.87,32.8,119.2,59.29300799999999,66.819123,0.14,0.17,2010-04-16T05:34:30.040,2455302.7322921297,32725248,,,,,16.6,3.9,4.2,37.6,5.6,6.7,0.48700000000000004,-0.126,0.28,-0.225,1.3530000000000002,0.313,-0.188,0.261,-0.294,0.725,1.17,-0.3,0.53,-0.54,1.85,0.02
2001 FF7,,159518,ExploreNEOs,2.1047,0.44283,47.53,190.2196,59.3466,3.05335,227.91638999999998,55.96204,18.52,18.16,0.22,0.15,1.235,0.45399999999999996,50.5,109.1,91.613854,51.777464,1.61,0.56,2010-06-11T17:32:55.467,2455359.2311975346,32698624,,,,,969.5,29.1,33.3,5578.9,66.9,83.4,1.8719999999999999,-0.47700000000000004,0.988,-0.833,3.8539999999999996,0.027000000000000003,-0.016,0.023,-0.025,0.08,1.34,-0.3,0.55,-0.53,1.73,0.0
2002 AC2,,159608,ExploreNEOs,1.6743,0.35138,58.89,102.7273,208.0874,2.16647,222.70795,-48.16406,14.67,16.72,0.22,0.15,1.1079999999999999,0.157,53.6,119.3,322.63782000000003,10.083,1.06,1.85,2009-08-25T00:11:43.122,2455068.508137986,32590848,,,,,6242.4,74.9,83.3,27023.9,162.1,166.7,1.25,-0.262,0.541,-0.46399999999999997,2.073,0.23,-0.121,0.15,-0.201,0.452,1.37,-0.3,0.54,-0.55,1.72,0.0
2002 AQ3,,159609,ExploreNEOs,2.1113,0.46232,40.03,124.3209,243.4491,3.06787,4.92283,-5.56445,19.46,17.59,0.22,0.15,1.308,0.956,50.6,82.8,102.203609,-67.149248,0.23,0.18,2010-08-05T13:17:54.437,2455414.05410228,32688896,,,,,25.7,5.0,5.1,34.6,5.8,6.0,0.47100000000000003,-0.08,0.168,-0.161,0.728,0.736,-0.342,0.336,-0.6409999999999999,0.892,1.34,-0.3,0.53,-0.54,1.75,0.07
2002 LB6,,159686,ExploreNEOs,1.8038,0.6887800000000001,24.68,244.8783,140.8687,2.4226,152.14522,-45.46747,18.23,16.63,0.22,0.15,1.578,0.838,34.3,117.7,275.384059,8.516791,0.28,0.22,2010-03-27T08:50:27.879,2455282.868378229,32602368,,,,,199.8,15.0,13.3,805.6,26.6,30.3,1.921,-0.556,1.234,-0.951,5.812,0.107,-0.069,0.106,-0.10099999999999999,0.365,1.18,-0.3,0.54,-0.55,1.89,0.0
1978 CA,Cacus,161989,ExploreNEOs,1.1231,0.21394000000000002,26.06,161.2698,102.1166,1.19022,113.87621000000001,28.1953,15.87,17.49,0.22,0.15,1.1159999999999999,0.20199999999999999,51.6,119.3,191.26513500000001,21.430896,0.22,0.24,2010-05-01T09:34:14.762,2455317.8987819683,32606208,,,,,1728.8,39.8,43.4,6213.7,74.6,83.3,0.775,-0.155,0.325,-0.282,1.2930000000000001,0.294,-0.152,0.18,-0.26,0.509,1.36,-0.3,0.53,-0.55,1.72,0.0
1988 PA,,161998,ExploreNEOs,2.1466,0.40646,8.22,162.2165,137.5031,3.14514,347.21329,5.01553,19.67,17.88,0.22,0.15,1.275,0.8759999999999999,52.6,84.3,81.42855300000001,-49.409692,0.11,0.08,2010-07-25T17:28:44.192,2455403.228289259,32650240,,,,,59.7,7.4,8.1,250.1,14.8,16.9,0.898,-0.209,0.434,-0.369,1.774,0.153,-0.085,0.114,-0.138,0.359,1.36,-0.3,0.53,-0.54,1.72,0.0
1996 DH,,162038,ExploreNEOs,1.5871,0.2766,17.23,309.3466,351.4553,1.99935,146.22006000000002,-13.6533,18.91,16.92,0.22,0.15,1.629,0.925,34.3,114.7,248.988787,29.087312,0.62,0.92,2010-06-16T09:21:18.590,2455363.8897984955,32691712,,,,,51.0,6.9,7.4,84.6,8.6,9.8,0.8420000000000001,-0.193,0.465,-0.34700000000000003,2.207,0.42100000000000004,-0.24600000000000002,0.31,-0.392,0.821,1.18,-0.3,0.55,-0.54,1.88,0.05
1997 EH29,,162063,ExploreNEOs,1.2143,0.6665399999999999,13.02,175.1719,198.5697,1.3381100000000001,68.65199,3.01234,19.76,19.22,0.22,0.15,1.071,0.433,69.3,86.9,192.800593,-28.405385,1.35,0.36,2010-04-20T15:48:21.113,2455307.158577697,32605952,,,,,58.7,7.3,8.0,242.9,14.3,17.0,0.406,-0.078,0.159,-0.14400000000000002,0.557,0.218,-0.10800000000000001,0.125,-0.185,0.381,1.53,-0.3,0.52,-0.55,1.57,0.0
1999 LF6,,162181,ExploreNEOs,1.4091,0.28048,18.94,208.5677,140.7578,1.6726900000000002,112.45982,7.62775,19.78,18.55,0.22,0.15,1.1440000000000001,0.649,62.5,83.2,210.425012,11.984374,0.01,0.04,2009-11-22T19:50:11.936,2455158.3265270367,32634624,,,,Usedcolpulldownfixmosaics,34.3,5.7,6.0,118.3,10.1,11.7,0.45299999999999996,-0.086,0.172,-0.161,0.665,0.326,-0.158,0.183,-0.278,0.527,1.47,-0.3,0.51,-0.55,1.64,0.01
1999 RK45,,162195,ExploreNEOs,1.598,0.7732100000000001,5.89,120.0407,4.0934,2.02009,62.3727,-29.94557,17.6,19.7,0.22,0.15,1.088,0.147,60.9,111.9,228.82627799999997,-46.742821,6.86,2.85,2009-11-03T14:21:59.565,2455139.098606077,32689408,,,,,475.7,21.4,22.2,1601.6,36.8,43.5,0.315,-0.064,0.126,-0.115,0.47100000000000003,0.23800000000000002,-0.121,0.142,-0.20600000000000002,0.426,1.46,-0.31,0.52,-0.55,1.66,0.0
1999 TL12,,162215,ExploreNEOs,1.0814,0.43666000000000005,17.34,202.3699,346.7416,1.12455,245.82619,58.37135,19.3,19.22,0.22,0.15,1.058,0.32299999999999995,75.3,87.0,88.64052099999999,42.012828999999996,0.94,0.7,2011-09-27T03:41:27.011,2455831.6537848497,32653824,,,,,54.7,6.9,7.9,185.4,12.6,14.7,0.31,-0.052000000000000005,0.106,-0.10300000000000001,0.364,0.373,-0.171,0.18600000000000003,-0.306,0.52,1.59,-0.29,0.52,-0.54,1.5,0.01
2000 EH26,,162416,ExploreNEOs,1.8543,0.4773,0.39,215.2798,18.9795,2.52509,228.28569,-16.20832,20.53,21.71,0.3,0.15,1.125,0.217,51.2,119.1,345.538141,34.686074,2.98,0.91,2010-04-29T07:39:49.486,2455315.819322754,32652288,,,,,37.8,5.8,6.5,118.1,9.9,11.9,0.115,-0.024,0.05,-0.045,0.192,0.272,-0.14300000000000002,0.18899999999999997,-0.243,0.565,1.35,-0.3,0.53,-0.55,1.74,0.0
2000 ET70,,162421,ExploreNEOs,0.9469,0.12353,22.32,331.1972,46.3606,0.92148,27.44962,58.54524,16.16,18.36,0.22,0.15,1.001,0.102,88.4,85.8,130.496201,-3.463976,0.03,0.05,2010-04-05T15:32:07.195,2455292.147305498,32677632,,,,Usedcolpulldownfixmosaics,18169.9,127.2,142.8,75535.0,302.1,250.0,2.055,-0.406,0.7879999999999999,-0.7340000000000001,2.423,0.019,-0.009000000000000001,0.012,-0.015,0.039,1.71,-0.29,0.51,-0.54,1.41,0.0
2000 FK10,,162433,ExploreNEOs,1.3589,0.48128000000000004,13.95,41.7573,246.9007,1.58415,271.62707,6.4526,18.71,19.32,0.22,0.15,1.05,0.235,72.7,94.4,33.620813,12.913253,2.12,1.72,2011-05-25T20:39:47.317,2455707.3609643173,32561152,,,,,190.6,13.9,13.7,846.7,27.1,31.2,0.415,-0.079,0.162,-0.142,0.56,0.19,-0.09300000000000001,0.111,-0.162,0.32799999999999996,1.56,-0.3,0.53,-0.54,1.55,0.0
